class,cap-diameter,cap-shape,cap-surface,stem-width,has-ring
e,Medium,Convex,Textured,4.86,t
p,Huge,Convex,Silky,16.9,f
p,Large,Others,missing,25.58,f
e,Fairly Large,Bell,Grooved,3.1,f
p,Huge,Others,Leathery,0.0,f
p,Very Large,Conical,Smooth,12.74,f
e,Medium,Convex,missing,5.01,f
e,Medium,Sunken,Scaly,3.01,f
e,Large,Flat,Silky,14.75,t
e,Fairly Large,Bell,Scaly,3.02,f
e,Medium,Convex,Silky,2.03,f
p,Huge,Convex,Sticky,6.24,t
e,Medium,Flat,Dry,11.95,f
e,Large,Convex,Dry,34.49,f
e,Fairly Large,Convex,Leathery,10.16,f
e,Medium,Flat,missing,21.05,t
p,Large,Flat,Iridescent,2.75,f
e,Fairly Large,Sunken,missing,7.99,f
e,Medium,Convex,Wrinkled,2.34,f
p,Huge,Punctate,Grooved,11.56,t
p,Large,Others,missing,16.46,f
e,Fairly Large,Sunken,missing,25.45,f
e,Large,Convex,Dry,10.24,f
e,Medium,Convex,Scaly,23.17,t
p,Huge,Bell,Textured,7.18,f
p,Huge,Bell,Silky,7.92,f
p,Gigantic,Convex,missing,30.08,f
p,Large,Bell,missing,2.48,f
e,Large,Punctate,Iridescent,18.78,t
p,Very Large,Sunken,Hairy,12.46,f
e,Medium,Flat,Smooth,24.95,f
e,Large,Convex,Scaly,12.0,t
e,Fairly Large,Convex,Hairy,6.92,t
e,Fairly Large,Flat,Grooved,3.32,f
p,Huge,Conical,Iridescent,7.93,f
e,Large,Convex,Hairy,13.51,f
p,Very Large,Bell,missing,2.61,f
p,Very Large,Convex,Smooth,27.43,t
p,Huge,Convex,Silky,7.39,t
e,Fairly Large,Flat,Hairy,12.22,f
e,Large,Flat,missing,16.92,f
p,Large,Flat,Hairy,8.72,f
e,Medium,Convex,Sticky,9.16,f
p,Gigantic,Others,missing,16.97,f
e,Fairly Large,Flat,Silky,10.19,f
p,Huge,Bell,Hairy,1.29,f
e,Fairly Large,Convex,Textured,12.04,f
e,Medium,Others,Scaly,24.59,f
e,Medium,Convex,Textured,17.4,t
e,Fairly Large,Convex,Dry,33.84,f
p,Large,Sunken,Hairy,13.55,f
e,Fairly Large,Convex,Silky,9.76,f
p,Huge,Others,Textured,17.21,f
e,Medium,Conical,missing,19.34,f
e,Large,Punctate,Textured,83.88,f
p,Huge,Flat,Sticky,5.13,t
p,Huge,Others,missing,15.96,f
p,Very Large,Flat,missing,7.48,f
e,Fairly Large,Convex,Silky,13.23,f
p,Huge,Convex,missing,21.26,f
p,Gigantic,Convex,Wrinkled,7.4,f
e,Large,Flat,Hairy,5.76,f
e,Fairly Large,Flat,Smooth,18.31,t
e,Medium,Punctate,missing,13.89,f
p,Huge,Flat,missing,7.89,f
p,Very Large,Convex,Silky,6.42,f
e,Medium,Sunken,Leathery,10.36,f
p,Very Large,Convex,Scaly,3.34,t
e,Large,Sunken,Dry,6.31,f
p,Huge,Convex,Silky,28.45,f
p,Very Large,Convex,Iridescent,2.48,f
p,Very Large,Flat,Dry,6.45,f
e,Large,Sunken,missing,7.0,f
e,Medium,Convex,Scaly,12.29,t
e,Large,Flat,Wrinkled,14.55,f
p,Large,Bell,missing,2.43,f
e,Large,Convex,Silky,18.35,t
p,Huge,Flat,Leathery,5.16,f
p,Very Large,Flat,Silky,5.97,f
p,Very Large,Convex,Smooth,27.77,f
e,Fairly Large,Convex,missing,19.15,f
p,Very Large,Others,missing,15.37,f
p,Huge,Others,Leathery,0.0,f
p,Huge,Bell,Hairy,6.02,t
p,Huge,Convex,Iridescent,20.54,t
p,Very Large,Bell,Textured,6.59,t
p,Very Large,Convex,Hairy,7.14,f
e,Large,Convex,missing,13.06,f
e,Large,Flat,Scaly,13.0,t
p,Large,Convex,missing,1.01,f
p,Very Large,Convex,missing,1.05,f
p,Very Large,Conical,Smooth,10.89,f
e,Medium,Convex,Textured,2.01,f
e,Fairly Large,Convex,Textured,6.27,f
e,Medium,Punctate,Silky,12.68,t
p,Very Large,Bell,Silky,7.59,t
e,Large,Punctate,Scaly,19.55,t
e,Fairly Large,Sunken,missing,7.34,f
e,Fairly Large,Others,missing,24.45,f
p,Very Large,Flat,Dry,3.0,f
p,Huge,Flat,Hairy,17.34,t
p,Very Large,Conical,Smooth,11.82,f
e,Fairly Large,Convex,missing,7.52,f
p,Very Large,Convex,Sticky,1.54,f
e,Large,Convex,Silky,5.68,f
e,Medium,Convex,Textured,1.45,f
e,Large,Punctate,Iridescent,17.86,t
e,Fairly Large,Convex,Textured,13.02,f
p,Huge,Convex,missing,4.1,f
e,Fairly Large,Convex,missing,12.76,f
e,Large,Convex,missing,11.99,t
e,Fairly Large,Conical,Hairy,13.23,f
e,Fairly Large,Conical,missing,18.54,f
p,Huge,Convex,Iridescent,5.25,f
p,Very Large,Bell,Textured,13.58,t
e,Fairly Large,Sunken,missing,30.04,f
p,Gigantic,Flat,missing,8.5,f
e,Medium,Convex,missing,9.72,t
e,Large,Convex,Silky,28.41,f
e,Fairly Large,Sunken,missing,20.98,f
p,Huge,Convex,Textured,27.5,f
p,Huge,Flat,Wrinkled,9.47,f
p,Gigantic,Convex,Textured,6.11,t
p,Very Large,Sunken,Textured,16.84,t
p,Gigantic,Convex,Dry,19.97,t
p,Very Large,Punctate,Grooved,12.73,t
p,Huge,Punctate,missing,31.59,f
e,Medium,Flat,Scaly,25.92,t
p,Huge,Sunken,Textured,11.59,f
p,Large,Sunken,Wrinkled,5.71,f
e,Medium,Convex,Silky,13.14,t
e,Large,Punctate,Dry,33.31,f
p,Very Large,Bell,Grooved,3.73,f
p,Very Large,Sunken,Wrinkled,5.4,f
e,Fairly Large,Flat,Silky,14.11,t
p,Very Large,Flat,Scaly,3.6,t
e,Medium,Others,Scaly,28.31,f
p,Very Large,Convex,Silky,7.25,f
p,Very Large,Convex,Silky,13.76,f
e,Medium,Flat,Smooth,21.81,t
e,Fairly Large,Others,missing,20.47,f
p,Huge,Conical,Hairy,2.44,f
e,Large,Flat,Scaly,11.86,t
p,Very Large,Flat,Wrinkled,7.62,f
e,Medium,Convex,Hairy,17.15,t
p,Very Large,Convex,missing,11.48,f
e,Fairly Large,Flat,Hairy,13.97,f
e,Fairly Large,Convex,Scaly,23.39,t
p,Very Large,Conical,Iridescent,7.76,f
e,Fairly Large,Convex,missing,9.44,t
e,Medium,Convex,Silky,22.37,f
p,Very Large,Bell,Silky,7.33,t
p,Huge,Convex,Textured,26.55,f
e,Fairly Large,Flat,missing,12.59,f
p,Huge,Convex,Iridescent,2.38,f
p,Huge,Flat,Leathery,5.16,f
p,Huge,Convex,Smooth,32.67,f
p,Very Large,Convex,Textured,10.93,t
p,Huge,Convex,Smooth,15.6,f
p,Huge,Bell,Grooved,2.72,f
p,Large,Sunken,Textured,15.35,f
e,Fairly Large,Convex,missing,4.56,f
p,Very Large,Convex,Smooth,30.65,f
p,Large,Sunken,Dry,2.58,f
p,Huge,Flat,Sticky,4.47,t
p,Huge,Convex,Smooth,14.67,f
p,Huge,Others,Leathery,0.0,f
p,Large,Convex,Hairy,24.29,f
p,Gigantic,Convex,Textured,29.82,f
p,Very Large,Sunken,Textured,14.81,t
e,Large,Others,Scaly,31.12,f
p,Very Large,Bell,Textured,14.6,t
e,Fairly Large,Convex,Dry,12.8,f
p,Very Large,Convex,Textured,9.52,t
p,Gigantic,Convex,Grooved,0.65,f
p,Very Large,Sunken,Dry,5.62,f
p,Gigantic,Convex,Textured,13.82,f
e,Medium,Sunken,Dry,5.46,f
e,Large,Flat,missing,16.8,t
p,Gigantic,Convex,Smooth,10.69,t
e,Large,Convex,Scaly,18.06,t
p,Very Large,Sunken,Textured,23.37,f
p,Very Large,Flat,missing,0.92,f
e,Medium,Conical,Grooved,1.7,f
e,Large,Flat,Silky,5.94,f
e,Fairly Large,Sunken,Textured,17.85,f
e,Large,Convex,missing,12.95,t
e,Large,Flat,Scaly,26.2,t
p,Huge,Convex,Textured,7.31,f
e,Fairly Large,Convex,missing,16.28,t
e,Large,Punctate,missing,17.33,f
e,Medium,Others,missing,24.79,f
p,Huge,Convex,Scaly,10.04,t
e,Fairly Large,Flat,Smooth,20.37,t
p,Huge,Flat,Dry,3.53,f
p,Huge,Convex,Sticky,3.07,f
e,Large,Convex,Sticky,9.71,f
e,Fairly Large,Flat,Scaly,23.33,t
p,Gigantic,Convex,Dry,8.94,f
e,Large,Convex,Grooved,2.31,f
e,Large,Sunken,missing,7.74,f
p,Very Large,Sunken,Textured,16.25,f
e,Fairly Large,Convex,Hairy,13.02,t
e,Fairly Large,Convex,Hairy,5.5,t
e,Large,Flat,Scaly,20.85,t
e,Fairly Large,Flat,Grooved,3.57,f
p,Very Large,Flat,Sticky,4.87,t
p,Very Large,Others,Sticky,1.65,f
p,Very Large,Sunken,Hairy,13.17,f
p,Very Large,Flat,Textured,22.66,f
e,Medium,Flat,missing,16.67,f
e,Fairly Large,Convex,Hairy,15.09,t
p,Very Large,Convex,Scaly,12.89,t
p,Very Large,Flat,Wrinkled,6.76,f
p,Very Large,Flat,Scaly,17.45,f
p,Huge,Bell,Textured,5.02,f
e,Medium,Sunken,Leathery,9.73,f
e,Medium,Flat,missing,16.21,t
p,Huge,Convex,missing,26.54,f
p,Huge,Sunken,missing,8.98,f
p,Huge,Flat,missing,12.81,f
p,Huge,Convex,Textured,9.22,t
p,Huge,Flat,missing,11.48,f
p,Huge,Bell,Scaly,18.31,f
p,Very Large,Bell,Textured,12.07,t
e,Fairly Large,Bell,Grooved,4.3,f
e,Medium,Flat,Smooth,19.73,t
p,Very Large,Flat,missing,10.14,f
p,Huge,Bell,Textured,12.37,t
e,Large,Flat,missing,15.52,f
e,Large,Convex,missing,10.68,f
p,Huge,Sunken,Hairy,11.81,f
e,Large,Convex,Sticky,9.04,f
p,Very Large,Others,Silky,0.0,f
p,Huge,Sunken,Hairy,13.11,f
p,Very Large,Bell,Silky,14.03,t
e,Medium,Convex,Silky,11.82,f
p,Very Large,Bell,Grooved,3.35,f
p,Very Large,Convex,Grooved,2.08,f
e,Fairly Large,Convex,missing,12.09,t
e,Large,Sunken,missing,19.81,f
p,Very Large,Conical,Iridescent,7.71,f
p,Very Large,Flat,missing,7.18,f
p,Gigantic,Convex,Textured,16.28,f
p,Very Large,Convex,Sticky,30.9,f
e,Fairly Large,Convex,Grooved,2.48,f
p,Very Large,Flat,Dry,46.47,f
p,Huge,Convex,missing,18.9,f
e,Large,Others,Leathery,65.75,f
p,Gigantic,Flat,Silky,5.89,f
p,Gigantic,Flat,Dry,2.82,f
e,Fairly Large,Convex,Textured,11.17,f
e,Large,Conical,Grooved,1.57,f
p,Gigantic,Convex,Sticky,1.39,f
p,Huge,Flat,Leathery,5.38,f
p,Very Large,Sunken,missing,13.17,t
p,Huge,Convex,Grooved,1.02,f
p,Very Large,Convex,missing,12.02,f
p,Very Large,Convex,Textured,33.43,f
e,Fairly Large,Flat,Silky,13.82,f
e,Large,Convex,Smooth,25.47,f
p,Gigantic,Flat,Textured,6.74,f
e,Fairly Large,Convex,Dry,13.54,f
e,Fairly Large,Flat,Silky,12.43,t
e,Medium,Sunken,missing,6.85,f
e,Large,Sunken,Smooth,22.64,f
e,Large,Punctate,Silky,19.21,t
p,Very Large,Flat,missing,12.56,f
e,Medium,Convex,Grooved,2.35,f
e,Large,Sunken,Leathery,8.56,f
p,Huge,Conical,Iridescent,6.8,f
e,Fairly Large,Convex,Silky,10.72,f
e,Medium,Conical,Textured,12.81,f
e,Large,Convex,Scaly,22.89,t
p,Very Large,Others,missing,29.03,t
p,Huge,Sunken,missing,11.85,t
e,Fairly Large,Sunken,missing,19.21,f
p,Very Large,Sunken,missing,8.19,f
e,Large,Flat,missing,21.16,t
p,Huge,Bell,Textured,2.43,t
p,Huge,Convex,Wrinkled,9.56,f
p,Very Large,Others,Sticky,15.58,f
e,Fairly Large,Convex,Textured,8.71,f
p,Huge,Bell,Hairy,1.39,f
e,Large,Punctate,Scaly,13.52,t
e,Fairly Large,Sunken,Textured,17.56,f
e,Large,Convex,Scaly,10.47,f
e,Large,Convex,missing,4.02,f
e,Fairly Large,Sunken,missing,24.12,f
p,Huge,Convex,missing,1.03,f
p,Gigantic,Convex,Scaly,11.08,t
p,Gigantic,Others,missing,30.05,t
e,Large,Convex,Wrinkled,2.47,f
p,Huge,Others,missing,14.36,f
e,Large,Flat,Hairy,9.9,f
p,Gigantic,Convex,Smooth,10.35,t
p,Huge,Convex,Grooved,0.93,f
e,Large,Convex,Hairy,5.09,t
p,Gigantic,Convex,Textured,8.65,f
e,Fairly Large,Convex,Dry,12.16,f
e,Large,Flat,Smooth,17.32,t
p,Huge,Convex,Hairy,4.85,t
e,Very Large,Bell,Grooved,3.37,f
e,Fairly Large,Sunken,Leathery,45.23,f
p,Gigantic,Convex,Scaly,3.78,t
p,Huge,Flat,missing,12.71,f
p,Very Large,Sunken,Wrinkled,5.83,f
e,Large,Convex,Dry,15.56,f
e,Fairly Large,Punctate,Grooved,1.13,f
e,Large,Convex,Silky,9.92,f
e,Large,Bell,Grooved,2.59,f
e,Very Large,Convex,missing,14.07,t
p,Very Large,Bell,Hairy,4.88,t
p,Gigantic,Bell,Hairy,7.1,t
p,Very Large,Flat,Dry,2.89,f
p,Very Large,Convex,Grooved,0.82,f
p,Gigantic,Convex,missing,29.84,f
p,Very Large,Convex,Smooth,27.78,f
e,Medium,Flat,Silky,16.24,t
p,Huge,Convex,Grooved,1.39,f
e,Large,Convex,Hairy,22.3,f
e,Fairly Large,Flat,Hairy,11.17,f
p,Very Large,Convex,Textured,29.71,f
p,Gigantic,Sunken,Dry,9.01,f
p,Very Large,Bell,Textured,2.44,t
e,Fairly Large,Convex,Textured,7.6,f
p,Gigantic,Flat,Textured,23.95,f
p,Huge,Convex,Silky,14.38,f
p,Gigantic,Convex,Textured,7.5,f
p,Huge,Flat,Wrinkled,9.06,f
e,Fairly Large,Convex,Scaly,16.65,t
p,Very Large,Sunken,Textured,15.56,t
p,Very Large,Convex,Hairy,9.21,f
p,Huge,Convex,Silky,40.85,f
e,Medium,Flat,Scaly,6.56,f
e,Large,Convex,Dry,11.71,f
e,Fairly Large,Convex,Silky,27.4,f
p,Huge,Flat,missing,11.54,f
p,Very Large,Flat,Dry,3.03,f
p,Huge,Convex,Grooved,1.08,f
p,Very Large,Bell,Hairy,5.75,t
p,Very Large,Others,missing,30.56,t
p,Gigantic,Convex,Textured,9.31,t
p,Huge,Flat,Sticky,4.72,t
e,Fairly Large,Flat,Scaly,22.13,t
e,Large,Flat,missing,18.88,t
p,Gigantic,Sunken,Textured,12.33,f
p,Very Large,Convex,Textured,6.36,t
p,Gigantic,Convex,Sticky,6.16,t
p,Very Large,Convex,Iridescent,21.97,t
p,Very Large,Convex,missing,19.94,f
e,Medium,Flat,Scaly,12.29,t
e,Large,Flat,Silky,6.41,f
p,Gigantic,Sunken,Wrinkled,7.29,f
p,Huge,Convex,missing,11.93,f
p,Huge,Convex,Smooth,10.71,t
e,Large,Convex,Textured,13.29,f
e,Fairly Large,Sunken,missing,21.33,f
p,Gigantic,Convex,Hairy,7.16,f
p,Huge,Convex,Iridescent,6.08,f
p,Huge,Bell,Hairy,1.47,f
e,Fairly Large,Bell,Grooved,1.32,f
p,Huge,Convex,missing,18.24,f
p,Huge,Sunken,missing,7.28,f
p,Very Large,Sunken,Textured,11.64,f
e,Medium,Convex,Smooth,22.94,f
p,Very Large,Flat,Scaly,3.2,t
p,Very Large,Others,Leathery,0.0,f
e,Large,Sunken,missing,7.6,f
p,Huge,Flat,Silky,43.28,f
p,Huge,Others,Silky,0.0,t
p,Gigantic,Flat,Sticky,41.76,f
e,Fairly Large,Convex,Dry,11.92,f
e,Fairly Large,Convex,Hairy,18.31,f
p,Very Large,Convex,Textured,8.57,f
p,Gigantic,Convex,missing,11.34,f
p,Huge,Convex,Scaly,12.63,t
e,Large,Convex,Iridescent,12.32,t
p,Huge,Convex,Smooth,15.39,f
p,Huge,Convex,Smooth,20.31,f
e,Large,Convex,Dry,33.61,f
p,Very Large,Punctate,Grooved,13.89,t
p,Very Large,Convex,Iridescent,2.32,f
e,Fairly Large,Convex,missing,16.21,f
e,Large,Punctate,missing,20.09,f
p,Very Large,Flat,Textured,17.87,f
e,Fairly Large,Convex,Dry,13.52,f
p,Huge,Convex,Hairy,19.66,t
p,Huge,Convex,Textured,8.32,t
p,Huge,Convex,Smooth,9.3,t
p,Huge,Convex,Sticky,2.61,f
p,Huge,Flat,missing,3.42,f
p,Huge,Convex,Hairy,18.16,f
p,Huge,Flat,Leathery,4.76,f
p,Gigantic,Convex,Silky,13.57,f
e,Fairly Large,Bell,Grooved,2.8,f
e,Large,Convex,Scaly,9.13,f
e,Large,Others,Scaly,43.24,f
p,Gigantic,Convex,Dry,6.01,t
p,Gigantic,Others,Smooth,13.13,f
p,Very Large,Conical,Sticky,12.52,f
e,Fairly Large,Convex,Hairy,16.57,f
e,Large,Convex,Silky,15.41,f
e,Fairly Large,Convex,Leathery,11.49,f
e,Fairly Large,Convex,Dry,16.55,f
p,Very Large,Convex,Hairy,6.73,t
p,Very Large,Convex,missing,7.53,f
e,Fairly Large,Flat,Wrinkled,2.63,f
p,Huge,Convex,missing,21.41,f
p,Huge,Convex,Iridescent,4.96,f
p,Gigantic,Bell,Silky,7.73,t
p,Very Large,Flat,missing,12.38,f
p,Huge,Flat,Scaly,4.62,f
p,Huge,Punctate,missing,27.38,f
e,Large,Flat,Scaly,23.19,t
e,Large,Convex,missing,10.26,t
p,Gigantic,Convex,missing,0.83,f
e,Large,Sunken,missing,23.27,f
e,Large,Flat,Silky,18.01,t
p,Gigantic,Convex,missing,13.27,f
p,Huge,Flat,missing,3.76,f
e,Fairly Large,Sunken,missing,26.29,f
p,Gigantic,Flat,missing,3.14,f
p,Huge,Flat,Dry,2.87,f
e,Large,Sunken,missing,24.66,f
p,Gigantic,Bell,missing,2.05,f
e,Large,Convex,Grooved,0.82,f
p,Gigantic,Convex,Dry,8.75,f
p,Gigantic,Convex,Grooved,2.59,f
p,Huge,Convex,missing,28.61,f
e,Fairly Large,Conical,Hairy,12.45,f
e,Large,Flat,Scaly,20.88,t
e,Fairly Large,Sunken,missing,19.75,f
p,Huge,Convex,Scaly,6.11,f
p,Huge,Flat,missing,0.84,f
p,Huge,Flat,missing,7.37,f
e,Fairly Large,Flat,Silky,15.69,f
e,Large,Sunken,missing,24.18,f
p,Huge,Bell,Hairy,1.84,f
p,Very Large,Convex,Silky,14.37,f
e,Very Large,Convex,Hairy,14.18,t
p,Huge,Convex,missing,6.52,f
e,Very Large,Convex,Grooved,2.21,f
p,Very Large,Convex,missing,7.14,f
p,Gigantic,Bell,Scaly,8.37,t
e,Fairly Large,Convex,missing,13.64,t
p,Gigantic,Flat,Silky,44.32,f
p,Gigantic,Convex,Dry,24.1,t
e,Fairly Large,Flat,missing,19.33,f
p,Huge,Bell,Textured,2.16,t
p,Very Large,Sunken,Textured,25.96,f
e,Fairly Large,Flat,Iridescent,12.53,t
p,Huge,Convex,Grooved,2.64,f
p,Huge,Bell,Silky,7.59,t
e,Large,Convex,Textured,16.34,f
e,Fairly Large,Flat,Silky,18.74,t
p,Huge,Flat,Hairy,3.29,f
p,Huge,Others,missing,16.74,f
p,Huge,Convex,Silky,5.08,f
p,Gigantic,Convex,missing,2.52,f
p,Gigantic,Sunken,missing,8.47,f
p,Gigantic,Convex,Textured,29.57,f
p,Very Large,Sunken,Dry,9.44,f
p,Gigantic,Convex,missing,13.57,t
e,Large,Sunken,missing,19.74,f
p,Gigantic,Flat,Leathery,5.38,f
p,Gigantic,Others,missing,23.12,f
p,Gigantic,Flat,Wrinkled,9.45,f
p,Huge,Convex,Scaly,3.45,t
p,Gigantic,Punctate,Scaly,12.5,t
e,Large,Bell,Hairy,10.25,f
p,Very Large,Sunken,missing,5.39,f
e,Large,Sunken,Silky,23.69,f
e,Very Large,Convex,Smooth,17.54,f
p,Very Large,Convex,Grooved,16.81,t
e,Large,Convex,missing,17.95,t
e,Fairly Large,Convex,Sticky,10.31,f
e,Fairly Large,Convex,Hairy,22.65,f
p,Gigantic,Sunken,Textured,16.35,t
e,Large,Convex,Textured,17.38,f
p,Gigantic,Sunken,Dry,35.09,f
p,Huge,Convex,Textured,14.44,f
p,Huge,Convex,Sticky,30.82,f
e,Fairly Large,Convex,Textured,12.77,f
e,Fairly Large,Flat,missing,18.71,f
p,Gigantic,Convex,Iridescent,22.84,t
e,Fairly Large,Convex,Dry,18.03,f
e,Fairly Large,Convex,missing,25.07,f
e,Very Large,Conical,Grooved,1.68,f
p,Huge,Bell,missing,1.88,f
p,Huge,Conical,Smooth,13.15,f
e,Large,Convex,Textured,8.3,f
p,Gigantic,Conical,Iridescent,6.8,f
e,Large,Sunken,missing,17.78,f
p,Huge,Convex,missing,20.3,f
e,Large,Flat,missing,13.8,f
e,Large,Convex,Silky,30.98,f
p,Huge,Conical,Hairy,2.78,f
e,Large,Flat,missing,17.11,f
e,Large,Convex,Scaly,11.47,f
e,Large,Flat,missing,12.96,f
p,Very Large,Flat,Leathery,4.42,f
p,Gigantic,Flat,Hairy,10.87,t
e,Large,Convex,Textured,23.19,f
p,Very Large,Others,Smooth,16.24,f
e,Fairly Large,Convex,Dry,12.66,f
p,Huge,Flat,Silky,4.6,f
p,Gigantic,Convex,Silky,33.79,f
p,Huge,Convex,Smooth,25.25,f
p,Huge,Others,Textured,15.09,f
e,Fairly Large,Convex,Dry,15.1,f
p,Very Large,Others,missing,13.87,f
p,Huge,Convex,missing,9.97,f
p,Gigantic,Convex,Hairy,17.94,f
p,Gigantic,Others,missing,24.25,t
e,Fairly Large,Convex,Textured,26.7,f
e,Large,Sunken,missing,19.79,f
p,Huge,Convex,Textured,14.53,f
p,Gigantic,Convex,Dry,9.2,f
e,Large,Convex,missing,7.4,f
p,Very Large,Others,Silky,0.0,t
e,Fairly Large,Sunken,Textured,16.33,f
p,Huge,Others,Silky,0.0,t
e,Fairly Large,Punctate,Scaly,15.81,t
p,Huge,Flat,Dry,3.06,f
p,Gigantic,Bell,Grooved,3.45,f
p,Huge,Convex,missing,12.23,f
p,Gigantic,Sunken,Wrinkled,5.12,f
e,Very Large,Bell,Scaly,2.88,f
p,Very Large,Sunken,Sticky,6.34,t
e,Large,Convex,Textured,11.33,f
p,Huge,Bell,Hairy,1.5,f
e,Fairly Large,Convex,missing,3.91,f
e,Fairly Large,Sunken,Leathery,55.21,f
p,Gigantic,Sunken,Silky,4.97,f
e,Fairly Large,Flat,Wrinkled,2.28,f
e,Very Large,Convex,missing,4.44,f
p,Gigantic,Convex,Silky,6.52,f
e,Very Large,Convex,Silky,9.97,f
e,Fairly Large,Others,Leathery,42.12,f
p,Huge,Bell,Textured,12.03,t
p,Gigantic,Convex,Textured,6.49,f
p,Huge,Flat,missing,7.63,f
p,Huge,Bell,Textured,2.35,t
p,Huge,Convex,Iridescent,8.19,t
p,Huge,Convex,Textured,9.83,t
p,Very Large,Bell,Scaly,16.9,f
p,Gigantic,Bell,Scaly,16.54,f
p,Very Large,Sunken,Dry,6.35,f
p,Gigantic,Sunken,missing,6.92,f
e,Fairly Large,Flat,Grooved,12.22,f
e,Very Large,Sunken,missing,7.71,f
e,Fairly Large,Bell,Scaly,2.76,f
p,Gigantic,Flat,Dry,2.87,f
p,Huge,Bell,missing,2.58,f
p,Gigantic,Convex,Sticky,1.51,f
e,Fairly Large,Convex,Silky,11.49,f
e,Large,Convex,Dry,13.48,f
e,Very Large,Sunken,missing,7.73,f
p,Gigantic,Convex,Grooved,2.61,f
e,Fairly Large,Convex,Wrinkled,79.2,f
e,Very Large,Flat,Grooved,0.95,f
p,Huge,Convex,Smooth,30.78,f
p,Very Large,Convex,missing,12.24,f
p,Very Large,Convex,Grooved,0.78,f
p,Huge,Others,Textured,0.0,f
e,Large,Sunken,Smooth,25.43,f
p,Huge,Convex,Hairy,14.85,t
p,Gigantic,Bell,Textured,12.5,t
p,Gigantic,Sunken,Sticky,6.46,t
e,Large,Convex,Dry,15.64,f
p,Gigantic,Convex,Hairy,18.33,t
p,Huge,Flat,Sticky,7.03,t
e,Large,Convex,Dry,31.81,f
e,Fairly Large,Sunken,Dry,5.92,f
p,Huge,Flat,Textured,14.94,f
p,Gigantic,Others,Leathery,0.0,f
e,Very Large,Punctate,missing,20.1,f
e,Large,Convex,Dry,11.81,f
e,Fairly Large,Bell,Grooved,1.69,f
e,Fairly Large,Convex,Grooved,1.94,f
p,Huge,Convex,Textured,25.44,f
e,Fairly Large,Sunken,missing,21.86,f
p,Huge,Bell,Silky,7.0,t
e,Large,Convex,missing,8.64,f
e,Large,Convex,Hairy,16.93,f
e,Large,Convex,Silky,6.65,f
p,Huge,Bell,Grooved,3.02,f
p,Gigantic,Convex,missing,13.69,f
e,Large,Convex,Textured,5.32,f
e,Very Large,Flat,Silky,10.67,f
p,Huge,Convex,Sticky,1.6,f
p,Huge,Punctate,missing,28.78,f
e,Fairly Large,Others,missing,20.71,f
e,Large,Flat,missing,14.68,f
p,Huge,Convex,Textured,15.26,f
e,Fairly Large,Others,Leathery,35.04,f
e,Very Large,Convex,Hairy,10.72,f
p,Gigantic,Flat,missing,11.42,f
e,Large,Sunken,missing,8.49,f
e,Fairly Large,Flat,Scaly,4.11,f
e,Large,Flat,missing,19.85,t
p,Very Large,Convex,Scaly,13.87,t
e,Large,Convex,Hairy,5.89,f
e,Very Large,Convex,Dry,11.16,f
e,Large,Flat,Textured,7.28,f
p,Gigantic,Bell,Silky,6.87,f
e,Fairly Large,Flat,Silky,18.63,f
e,Large,Sunken,missing,26.61,f
p,Very Large,Flat,Dry,47.66,f
e,Large,Flat,Scaly,3.67,f
p,Huge,Flat,missing,3.96,f
p,Gigantic,Convex,Sticky,33.75,f
p,Very Large,Convex,Grooved,1.53,f
p,Gigantic,Convex,Sticky,7.35,t
e,Fairly Large,Conical,Grooved,0.98,f
p,Gigantic,Convex,Scaly,23.21,t
p,Gigantic,Bell,missing,2.12,f
e,Very Large,Flat,Wrinkled,2.49,f
p,Huge,Convex,Textured,6.2,t
e,Fairly Large,Sunken,Textured,18.81,f
e,Fairly Large,Convex,Textured,5.32,t
p,Very Large,Flat,Dry,3.92,f
p,Very Large,Flat,Scaly,3.54,t
e,Large,Sunken,Textured,25.95,f
e,Large,Convex,missing,12.98,t
p,Huge,Flat,missing,3.54,f
p,Very Large,Flat,missing,1.07,f
e,Large,Punctate,Wrinkled,63.29,f
p,Huge,Bell,Textured,4.01,f
p,Huge,Convex,Textured,16.63,f
e,Large,Flat,Silky,6.66,f
e,Large,Sunken,Silky,12.43,f
e,Large,Convex,Textured,14.46,t
p,Huge,Convex,missing,2.32,f
e,Large,Convex,Leathery,7.83,f
e,Fairly Large,Punctate,missing,14.64,f
e,Very Large,Others,missing,19.49,f
p,Gigantic,Others,missing,28.42,t
p,Huge,Convex,Sticky,3.12,f
e,Large,Convex,Wrinkled,2.56,f
p,Huge,Convex,missing,12.81,f
e,Large,Convex,Silky,11.86,f
p,Gigantic,Bell,Textured,5.18,t
p,Gigantic,Punctate,Scaly,17.86,f
p,Very Large,Bell,Scaly,3.47,t
e,Fairly Large,Flat,Dry,34.87,f
p,Gigantic,Flat,Dry,10.46,f
p,Huge,Flat,Dry,3.31,f
e,Large,Bell,Grooved,3.38,f
p,Gigantic,Flat,Leathery,4.55,f
p,Gigantic,Convex,Scaly,12.25,t
p,Huge,Flat,missing,3.19,f
e,Very Large,Convex,missing,10.21,t
p,Gigantic,Convex,Sticky,3.21,f
p,Gigantic,Convex,missing,2.64,f
p,Very Large,Convex,Grooved,2.34,f
e,Fairly Large,Convex,Scaly,11.69,t
p,Very Large,Sunken,missing,5.1,f
